concepts_name,primary_part,parts,paper_ids,supporting_titles,supporting_urls,canonical_urls,paper_row_count,verified_true_paper_rows,verification_statuses,citation_count_agg,definition,what_count,what_do_not_count,concept_text,evidence_texts,definition_variant_count,what_count_variant_count,what_not_variant_count,I_def,I_count,I_not,I_obs,A,P,label_similarity_indicator,label_similarity_ideation,label_similarity_attempt,label_similarity_behaviour,L,closest_label,V,E,evidence_preview,Q,decision,final_rank,part_rank
adverse_childhood_experience_load,Developmental and contextual vulnerability,Developmental and contextual vulnerability,S19_ACE_2001,"Childhood abuse, household dysfunction, and the risk of attempted suicide throughout the life span",https://pubmed.ncbi.nlm.nih.gov/11754674/,https://pubmed.ncbi.nlm.nih.gov/11754674/,1,,not_audited,"~2284 OpenAlex, checked 2026-06-11",Cumulative childhood adversity burden creating long-term vulnerability.,"Multiple adverse childhood experiences, unsafe upbringing, abuse, neglect, parental violence, incarceration, household substance use or mental illness.","A single ordinary childhood difficulty without threat, neglect, violence, or household dysfunction.","adverse_childhood_experience_load. Definition: Cumulative childhood adversity burden creating long-term vulnerability. What counts: Multiple adverse childhood experiences, unsafe upbringing, abuse, neglect, parental violence, incarceration, household substance use or mental illness. What does not count: A single ordinary childhood difficulty without threat, neglect, violence, or household dysfunction.","Childhood abuse, household dysfunction, and the risk of attempted suicide throughout the life span | JAMA (2001) | Adverse Childhood Experiences | distal vulnerability | Background vulnerabilities and life-context factors that shape sensitivity to later stress, separated from acute crisis state.",1,1,1,,,,,,,,,,,,,,,"Childhood abuse, household dysfunction, and the risk of attempted suicide throughout the life span | JAMA (2001) | Adverse Childhood Experiences | distal vulnerability | Background vulnerabilities and life-context factors that shape sensitivity to later stress, separated from acute crisis state.",,no_audit_include,1,1
acquired_capability_for_self_harm,"Volitional capability, means, and disinhibition","Volitional capability, means, and disinhibition",S01_IPTS_2010,The Interpersonal Theory of Suicide,https://pmc.ncbi.nlm.nih.gov/articles/PMC3130348/,https://pmc.ncbi.nlm.nih.gov/articles/PMC3130348/,1,,not_audited,"~5109 OpenAlex, checked 2026-06-11","Habituation to pain/fear that could lower barriers to harmful action, without coding an actual attempt label.","Used to pain, fear gone, harm no longer scary, repeated exposure to painful/provocative experiences.","Direct current attempt/act label, or ordinary bravery.","acquired_capability_for_self_harm. Definition: Habituation to pain/fear that could lower barriers to harmful action, without coding an actual attempt label. What counts: Used to pain, fear gone, harm no longer scary, repeated exposure to painful/provocative experiences. What does not count: Direct current attempt/act label, or ordinary bravery.","The Interpersonal Theory of Suicide | Psychological Review (2010) | Interpersonal Theory of Suicide | volitional mechanism | Factors that may lower barriers to harmful action or increase unsafe behavior, without direct ideation/attempt labels.",1,1,1,,,,,,,,,,,,,,,"The Interpersonal Theory of Suicide | Psychological Review (2010) | Interpersonal Theory of Suicide | volitional mechanism | Factors that may lower barriers to harmful action or increase unsafe behavior, without direct ideation/attempt labels.",,no_audit_include,101,1
fearlessness_about_death,"Volitional capability, means, and disinhibition","Volitional capability, means, and disinhibition",S01_IPTS_2010,The Interpersonal Theory of Suicide,https://pmc.ncbi.nlm.nih.gov/articles/PMC3130348/,https://pmc.ncbi.nlm.nih.gov/articles/PMC3130348/,1,,not_audited,"~5109 OpenAlex, checked 2026-06-11",Reduced fear of death or injury as a capability-related attribute.,"Death does not scare me, not afraid of dying, numb to mortality.",Philosophical discussion of death without personal fearlessness.,"fearlessness_about_death. Definition: Reduced fear of death or injury as a capability-related attribute. What counts: Death does not scare me, not afraid of dying, numb to mortality. What does not count: Philosophical discussion of death without personal fearlessness.","The Interpersonal Theory of Suicide | Psychological Review (2010) | Interpersonal Theory of Suicide | volitional mechanism | Factors that may lower barriers to harmful action or increase unsafe behavior, without direct ideation/attempt labels.",1,1,1,,,,,,,,,,,,,,,"The Interpersonal Theory of Suicide | Psychological Review (2010) | Interpersonal Theory of Suicide | volitional mechanism | Factors that may lower barriers to harmful action or increase unsafe behavior, without direct ideation/attempt labels.",,no_audit_include,102,2
pain_tolerance_habituation,"Volitional capability, means, and disinhibition","Volitional capability, means, and disinhibition",S01_IPTS_2010,The Interpersonal Theory of Suicide,https://pmc.ncbi.nlm.nih.gov/articles/PMC3130348/,https://pmc.ncbi.nlm.nih.gov/articles/PMC3130348/,1,,not_audited,"~5109 OpenAlex, checked 2026-06-11",Increased tolerance of pain or habituation to painful experiences.,"Pain feels normal, can handle extreme pain, used to being hurt, pain does not stop me.",Athletic pain tolerance or medical pain discussion without habituation/risk meaning.,"pain_tolerance_habituation. Definition: Increased tolerance of pain or habituation to painful experiences. What counts: Pain feels normal, can handle extreme pain, used to being hurt, pain does not stop me. What does not count: Athletic pain tolerance or medical pain discussion without habituation/risk meaning.","The Interpersonal Theory of Suicide | Psychological Review (2010) | Interpersonal Theory of Suicide | volitional mechanism | Factors that may lower barriers to harmful action or increase unsafe behavior, without direct ideation/attempt labels.",1,1,1,,,,,,,,,,,,,,,"The Interpersonal Theory of Suicide | Psychological Review (2010) | Interpersonal Theory of Suicide | volitional mechanism | Factors that may lower barriers to harmful action or increase unsafe behavior, without direct ideation/attempt labels.",,no_audit_include,103,3
access_to_lethal_means_context,"Volitional capability, means, and disinhibition","Volitional capability, means, and disinhibition",S30_CDC_2026,Risk and Protective Factors for Suicide,https://www.cdc.gov/suicide/risk-factors/index.html,https://www.cdc.gov/suicide/risk-factors/index.html,1,,not_audited,guidance/framework source; citation count not applicable,"Environmental access to lethal means or dangerous tools, without explicit plan or intent.","Guns, large medication supply, dangerous locations, or lethal means accessible in environment.","Specific planned method/timing/intent, fictional/media discussion, or general safety debate.","access_to_lethal_means_context. Definition: Environmental access to lethal means or dangerous tools, without explicit plan or intent. What counts: Guns, large medication supply, dangerous locations, or lethal means accessible in environment. What does not count: Specific planned method/timing/intent, fictional/media discussion, or general safety debate.","Risk and Protective Factors for Suicide | CDC (2026) | CDC socioecological risk/protective factors | means ecology | Factors that may lower barriers to harmful action or increase unsafe behavior, without direct ideation/attempt labels.",1,1,1,,,,,,,,,,,,,,,"Risk and Protective Factors for Suicide | CDC (2026) | CDC socioecological risk/protective factors | means ecology | Factors that may lower barriers to harmful action or increase unsafe behavior, without direct ideation/attempt labels.",,no_audit_include,104,4
means_safety_barrier_presence,"Volitional capability, means, and disinhibition","Volitional capability, means, and disinhibition",S33_SAFETY_PLAN_2018,Comparison of the Safety Planning Intervention With Follow-up vs Usual Care of Suicidal Patients Treated in the Emergency Department,https://pubmed.ncbi.nlm.nih.gov/29998307/,https://pubmed.ncbi.nlm.nih.gov/29998307/,1,,not_audited,"~616 OpenAlex, checked 2026-06-11",Protective barrier limiting access to lethal means.,"Means locked away, someone holds medication, no weapon access, dangerous items removed.",Means are available or no safety barrier mentioned.,"means_safety_barrier_presence. Definition: Protective barrier limiting access to lethal means. What counts: Means locked away, someone holds medication, no weapon access, dangerous items removed. What does not count: Means are available or no safety barrier mentioned.","Comparison of the Safety Planning Intervention With Follow-up vs Usual Care of Suicidal Patients Treated in the Emergency Department | JAMA Psychiatry (2018) | Safety Planning Intervention | protective means ecology | Factors that may lower barriers to harmful action or increase unsafe behavior, without direct ideation/attempt labels.",1,1,1,,,,,,,,,,,,,,,"Comparison of the Safety Planning Intervention With Follow-up vs Usual Care of Suicidal Patients Treated in the Emergency Department | JAMA Psychiatry (2018) | Safety Planning Intervention | protective means ecology | Factors that may lower barriers to harmful action or increase unsafe behavior, without direct ideation/attempt labels.",,no_audit_include,105,5
impulsivity_disinhibition,"Volitional capability, means, and disinhibition","Volitional capability, means, and disinhibition",S25_IMPULSIVITY_META,Impulsivity and suicidal behavior: A meta-analysis,https://pubmed.ncbi.nlm.nih.gov/?term=impulsivity+suicidal+behavior+meta-analysis,https://pubmed.ncbi.nlm.nih.gov/?term=impulsivity+suicidal+behavior+meta-analysis,1,,not_audited,"~206 OpenAlex, checked 2026-06-11",Acting rashly under emotion or impulse with reduced regard for consequences.,"Impulsive acts, cannot stop myself, reckless choices, sudden dangerous behavior.",Quick decisions with thought and low risk.,"impulsivity_disinhibition. Definition: Acting rashly under emotion or impulse with reduced regard for consequences. What counts: Impulsive acts, cannot stop myself, reckless choices, sudden dangerous behavior. What does not count: Quick decisions with thought and low risk.","Impulsivity and suicidal behavior: A meta-analysis | Clinical Psychology Review / related literature (2017) | Impulsivity evidence | disinhibition | Factors that may lower barriers to harmful action or increase unsafe behavior, without direct ideation/attempt labels.",1,1,1,,,,,,,,,,,,,,,"Impulsivity and suicidal behavior: A meta-analysis | Clinical Psychology Review / related literature (2017) | Impulsivity evidence | disinhibition | Factors that may lower barriers to harmful action or increase unsafe behavior, without direct ideation/attempt labels.",,no_audit_include,106,6
reckless_risk_taking,"Volitional capability, means, and disinhibition","Volitional capability, means, and disinhibition",S25_IMPULSIVITY_META,Impulsivity and suicidal behavior: A meta-analysis,https://pubmed.ncbi.nlm.nih.gov/?term=impulsivity+suicidal+behavior+meta-analysis,https://pubmed.ncbi.nlm.nih.gov/?term=impulsivity+suicidal+behavior+meta-analysis,1,,not_audited,"~206 OpenAlex, checked 2026-06-11",Pattern of unsafe risk-taking or thrill/escape behavior.,"Dangerous driving, unsafe sex, reckless spending, unsafe dares, seeking danger.",Trying something new safely or ordinary spontaneity.,"reckless_risk_taking. Definition: Pattern of unsafe risk-taking or thrill/escape behavior. What counts: Dangerous driving, unsafe sex, reckless spending, unsafe dares, seeking danger. What does not count: Trying something new safely or ordinary spontaneity.","Impulsivity and suicidal behavior: A meta-analysis | Clinical Psychology Review / related literature (2017) | Impulsivity evidence | disinhibition | Factors that may lower barriers to harmful action or increase unsafe behavior, without direct ideation/attempt labels.",1,1,1,,,,,,,,,,,,,,,"Impulsivity and suicidal behavior: A meta-analysis | Clinical Psychology Review / related literature (2017) | Impulsivity evidence | disinhibition | Factors that may lower barriers to harmful action or increase unsafe behavior, without direct ideation/attempt labels.",,no_audit_include,107,7
substance_related_disinhibition,"Volitional capability, means, and disinhibition","Volitional capability, means, and disinhibition",S27_SUBSTANCE_META,"Alcohol-related risk of suicidal ideation, suicide attempt, and completed suicide: A meta-analysis",https://pubmed.ncbi.nlm.nih.gov/?term=alcohol+use+disorder+suicide+risk+meta-analysis,https://pubmed.ncbi.nlm.nih.gov/?term=alcohol+use+disorder+suicide+risk+meta-analysis,1,,not_audited,"~469 OpenAlex, checked 2026-06-11",Substance use lowering inhibition or increasing unsafe behavior.,"Drinking/using makes me reckless, intoxication leads to fights/risks, loss of control while using.",Substance use without disinhibition or risk.,"substance_related_disinhibition. Definition: Substance use lowering inhibition or increasing unsafe behavior. What counts: Drinking/using makes me reckless, intoxication leads to fights/risks, loss of control while using. What does not count: Substance use without disinhibition or risk.","Alcohol-related risk of suicidal ideation, suicide attempt, and completed suicide: A meta-analysis | PLOS ONE / related literature (2015) | Substance/alcohol risk evidence | disinhibition | Factors that may lower barriers to harmful action or increase unsafe behavior, without direct ideation/attempt labels.",1,1,1,,,,,,,,,,,,,,,"Alcohol-related risk of suicidal ideation, suicide attempt, and completed suicide: A meta-analysis | PLOS ONE / related literature (2015) | Substance/alcohol risk evidence | disinhibition | Factors that may lower barriers to harmful action or increase unsafe behavior, without direct ideation/attempt labels.",,no_audit_include,108,8
impulsive_aggression,"Volitional capability, means, and disinhibition","Volitional capability, means, and disinhibition",S14_TURECKI_BRENT_2016,Suicide and suicidal behaviour,https://pubmed.ncbi.nlm.nih.gov/26385066/,https://pubmed.ncbi.nlm.nih.gov/26385066/,1,,not_audited,"~2255 OpenAlex, checked 2026-06-11",Impulsive anger or aggression as a trait/state risk factor.,"Sudden aggressive outbursts, violent impulses, aggressive loss of control.",Assertive disagreement or justified anger without impulsive aggression.,"impulsive_aggression. Definition: Impulsive anger or aggression as a trait/state risk factor. What counts: Sudden aggressive outbursts, violent impulses, aggressive loss of control. What does not count: Assertive disagreement or justified anger without impulsive aggression.","Suicide and suicidal behaviour | The Lancet (2016) | Clinical/biopsychosocial review | trait/state risk | Factors that may lower barriers to harmful action or increase unsafe behavior, without direct ideation/attempt labels.",1,1,1,,,,,,,,,,,,,,,"Suicide and suicidal behaviour | The Lancet (2016) | Clinical/biopsychosocial review | trait/state risk | Factors that may lower barriers to harmful action or increase unsafe behavior, without direct ideation/attempt labels.",,no_audit_include,109,9
exposure_habituation_to_violence_or_injury,"Volitional capability, means, and disinhibition","Volitional capability, means, and disinhibition",S03_IMV_2018,The integrated motivational-volitional model of suicidal behaviour,https://pmc.ncbi.nlm.nih.gov/articles/PMC6053985/,https://pmc.ncbi.nlm.nih.gov/articles/PMC6053985/,1,,not_audited,"~1460 OpenAlex, checked 2026-06-11","Repeated exposure to violence, injury, or death that may habituate fear/pain.","Repeated injuries, violence exposure, combat, seeing death/injury, desensitization to harm.",Watching fictional violence with no personal habituation.,"exposure_habituation_to_violence_or_injury. Definition: Repeated exposure to violence, injury, or death that may habituate fear/pain. What counts: Repeated injuries, violence exposure, combat, seeing death/injury, desensitization to harm. What does not count: Watching fictional violence with no personal habituation.","The integrated motivational-volitional model of suicidal behaviour | Philosophical Transactions of the Royal Society B (2018) | Integrated Motivational-Volitional model | capability context | Factors that may lower barriers to harmful action or increase unsafe behavior, without direct ideation/attempt labels.",1,1,1,,,,,,,,,,,,,,,"The integrated motivational-volitional model of suicidal behaviour | Philosophical Transactions of the Royal Society B (2018) | Integrated Motivational-Volitional model | capability context | Factors that may lower barriers to harmful action or increase unsafe behavior, without direct ideation/attempt labels.",,no_audit_include,110,10
